#Year	1	2	3	4	5	6	7	8	9	10	11	12
1884	0	0	0	0	0	0	4	3	1	0	0	0
1885	0	0	0	0	0	0	0	0	0	0	0	0
1886	0	0	0	0	0	0	0	0	0	0	0	0
1887	0	0	0	0	0	0	0	0	0	0	0	0
1888	0	0	0	0	0	0	1	0	0	0	0	0
1889	0	0	0	0	0	0	2	0	0	0	0	0
1890	0	0	0	0	0	1	0	0	0	2	0	0
1891	0	0	0	0	0	0	0	3	0	0	0	0
1892	0	0	0	0	0	0	0	0	1	0	0	0
1893	0	0	0	0	0	0	0	0	1	0	0	0
1894	0	0	0	0	0	0	0	0	1	0	0	0
1895	0	0	0	0	0	2	0	0	4	0	0	0
1896	0	0	0	0	0	0	5	0	0	1	0	0
1897	0	0	0	0	0	0	0	0	1	0	0	0
1898	0	0	0	0	1	0	0	0	0	0	0	0
1899	0	0	0	0	0	0	3	3	0	0	0	0
1900	0	0	0	0	0	0	0	5	0	0	0	0
1901	0	0	0	0	0	0	0	2	0	1	0	0
1902	0	0	0	0	0	0	1	0	0	0	0	0
1903	0	0	0	0	0	0	1	0	0	0	0	0
1904	0	0	0	0	0	0	0	0	0	0	0	0
1905	0	0	0	0	0	0	0	0	0	0	0	0
1906	0	0	0	0	0	0	0	6	0	0	0	0
1907	0	0	0	0	0	0	0	1	0	0	0	0
1908	0	0	0	0	0	0	2	1	0	0	0	0
1909	0	0	0	0	0	0	0	0	0	0	0	0
1910	0	0	0	0	0	0	0	0	0	0	0	0
1911	0	0	0	0	0	0	0	1	2	0	0	0
1912	0	0	0	0	0	0	0	0	1	0	0	0
1913	0	0	0	0	0	0	2	1	0	0	0	0
1914	0	0	0	0	0	0	1	4	1	0	0	0
1915	0	0	0	0	0	0	1	2	0	0	0	0
1916	0	0	0	0	0	0	1	1	0	0	0	0
1917	0	0	0	0	0	0	0	0	0	0	0	0
1918	0	0	0	0	0	0	0	0	0	0	0	0
1919	0	0	0	0	0	0	0	2	0	0	0	0
1920	0	0	0	0	0	0	3	0	0	0	0	0
1921	0	0	0	0	0	0	0	1	0	0	0	0
1922	0	0	0	0	0	0	0	1	0	0	0	0
1923	0	0	0	0	0	0	0	1	0	0	0	0
1924	0	0	0	0	0	0	0	0	3	0	0	0
1925	0	0	0	0	0	0	2	1	0	0	0	0
1926	0	0	0	0	0	0	0	2	1	0	0	0
1927	0	0	0	0	0	0	0	2	0	0	0	0
1928	0	0	0	0	0	0	5	2	0	0	0	0
1929	0	0	0	0	0	0	2	0	0	0	0	0
1930	0	0	0	0	0	0	1	1	0	0	0	0
1931	0	0	0	0	0	0	0	4	1	0	0	0
1932	0	0	0	0	0	0	0	0	0	0	0	0
1933	0	0	0	0	0	0	2	2	3	0	0	0
1934	0	0	0	0	0	0	5	1	4	0	0	0
1935	0	0	0	0	0	0	0	1	0	0	0	0
1936	0	0	0	0	0	1	1	2	0	0	0	0
1937	0	0	0	0	0	0	2	2	0	0	0	0
1938	0	0	0	0	0	2	2	0	0	0	0	0
1939	0	0	0	0	0	0	5	4	2	1	0	0
1947	0	0	0	0	0	1	0	1	1	0	0	0
1948	0	0	0	0	3	0	3	1	2	0	0	0
1949	0	0	0	0	0	0	1	0	0	0	0	0
1950	0	0	0	0	0	0	4	1	0	0	0	0
1951	0	0	0	0	0	0	2	0	0	0	0	0
1952	0	0	0	0	0	1	2	0	0	0	0	0
1953	0	0	0	0	0	1	4	7	0	0	0	0
1954	0	0	0	0	3	1	4	9	1	0	0	0
1955	0	0	0	0	0	0	0	2	4	0	0	0
1956	0	0	0	1	0	0	8	4	5	0	0	0
1957	0	0	0	0	0	1	4	5	2	0	0	0
1958	0	0	0	0	1	3	11	1	3	0	0	0
1959	0	0	0	0	0	0	5	1	1	0	0	0
1960	0	0	0	0	0	0	12	6	1	0	0	0
1961	0	0	0	0	0	9	5	1	1	0	0	0
1962	0	0	0	0	1	2	11	15	1	0	0	0
1963	0	0	0	0	13	3	3	8	9	1	0	0
1964	0	0	0	0	1	0	7	3	2	0	0	0
1965	0	0	0	0	0	0	5	1	1	0	0	0
1966	0	0	0	0	0	1	1	8	6	0	0	0
1967	0	0	0	0	4	3	15	6	0	0	0	0
1968	0	0	0	0	0	0	11	6	1	0	0	0
1969	0	0	0	0	0	1	5	4	9	0	0	0
1970	0	0	0	0	0	1	5	2	0	0	0	0
1971	0	0	0	0	0	1	4	1	4	0	0	0
1972	0	0	0	0	0	1	12	2	1	0	0	0
1973	0	0	0	0	0	1	1	0	1	0	0	0
1974	0	0	0	0	0	1	1	9	0	0	0	0
1975	0	0	0	0	0	0	0	0	2	0	0	0
1976	0	0	0	0	2	2	3	2	0	0	0	0
1977	0	0	0	0	4	0	3	5	5	0	0	0
1978	0	0	0	0	0	6	19	1	2	0	0	0
1979	0	0	0	0	0	0	9	5	0	0	0	0
1980	0	0	0	0	0	10	6	0	0	0	0	0
1981	0	0	0	0	0	1	2	2	0	0	0	0
1982	0	0	0	0	0	0	3	3	2	0	0	0
1983	0	0	0	0	0	0	5	5	3	0	0	0
1984	0	0	0	0	0	0	4	3	0	0	0	0
1985	0	0	0	0	0	0	0	2	0	0	0	0
1986	0	0	0	0	0	0	1	5	1	0	0	0
1987	0	0	0	0	0	2	7	0	0	0	0	0
1988	0	0	0	0	0	1	3	0	0	0	0	0
1989	0	0	0	0	0	0	8	5	2	0	0	0
1990	0	0	0	0	0	0	4	6	3	0	0	0
1991	0	0	0	0	2	6	2	1	1	0	0	0
1992	0	0	0	0	0	0	0	8	8	0	0	0
1993	0	0	0	0	0	1	3	2	0	0	0	0
1994	0	0	0	0	0	1	4	0	0	0	0	0
1995	0	0	0	0	3	1	1	1	1	0	0	0
1996	0	0	0	0	0	3	4	1	1	0	0	0
1997	0	0	0	0	0	0	2	3	0	0	0	0
1998	0	0	0	0	0	0	2	8	0	0	0	0
1999	0	0	0	0	0	1	3	2	0	0	0	0
2000	0	0	0	0	0	3	4	3	0	0	0	0
2001	0	0	0	0	0	2	2	4	1	0	0	0
2002	0	0	0	0	0	4	4	1	1	0	0	0
2003	0	0	0	0	0	1	10	3	0	0	0	0
2004	0	0	0	0	0	2	2	2	0	0	0	0
2005	0	0	0	0	0	1	9	1	1	0	0	0
2006	0	0	0	0	0	0	3	0	0	0	0	0
2007	0	0	0	0	0	7	14	4	0	0	0	0
2008	0	0	0	0	0	0	3	5	7	0	0	0
2009	0	0	0	0	0	0	6	14	10	0	0	0
2010	0	0	0	0	0	0	8	4	1	0	0	0
2011	0	0	0	0	1	4	4	10	0	0	0	0
2012	0	0	0	0	0	2	7	10	2	0	0	0
2013	0	0	0	0	1	5	5	5	1	0	0	0
2014	0	0	0	0	0	5	15	6	7	0	0	0
2015	0	0	0	0	0	10	6	12	0	0	0	0
2016	0	0	0	0	0	13	15	9	1	0	0	0
2017	0	0	0	0	0	6	7	10	5	1	0	0
2018	0	0	0	0	16	4	8	5	3	0	0	0
2019	0	0	0	0	0	5	8	11	8	1	0	0
2020	0	0	0	0	1	6	20	16	4	0	0	0
